rec_id,item_id,stud_id,result,irt
976,5.2.7,143,1,119
1000,5.2.7,977,1,93
1015,5.2.7,184,1,17
1623,5.2.7,10,1,32
1706,5.2.7,193,1,12
1973,5.2.7,602,1,73
2013,5.2.7,862,1,969
2061,5.2.7,903,0,862
2064,5.2.7,903,0,1103
2326,5.2.7,5200,1,864
2422,5.2.7,345,1,69
1,5.2.8,634,0,431
4,5.2.8,602,0,21
227,5.2.8,219,1,145
527,5.2.8,290,0,104
528,5.2.8,290,1,130
543,5.2.8,288,1,230
688,5.2.8,302,1,29
709,5.2.8,287,0,11
710,5.2.8,287,0,12
711,5.2.8,287,0,13
712,5.2.8,287,0,14
713,5.2.8,287,0,14
950,5.2.8,903,1,3680
988,5.2.8,143,1,193
1013,5.2.8,184,1,15
1072,5.2.8,977,1,24
1624,5.2.8,10,1,32
1707,5.2.8,193,0,7
1708,5.2.8,193,0,13
1709,5.2.8,193,1,15
1722,5.2.8,978,1,26
1975,5.2.8,634,1,189
1977,5.2.8,602,1,19
2016,5.2.8,862,1,431
2036,5.2.8,202,1,23
2201,5.2.8,5200,1,276
2423,5.2.8,345,1,149
24,5.2.9,634,1,2091
25,5.2.9,978,1,899
61,5.2.9,160,1,16
228,5.2.9,219,1,15
529,5.2.9,290,1,100
544,5.2.9,288,1,595
679,5.2.9,302,0,17
684,5.2.9,302,0,16
687,5.2.9,302,1,30
718,5.2.9,287,0,7
719,5.2.9,287,0,38
720,5.2.9,287,0,43
721,5.2.9,287,0,46
722,5.2.9,287,0,49
730,5.2.9,231,0,412
731,5.2.9,231,0,439
732,5.2.9,231,0,690
733,5.2.9,231,0,155
734,5.2.9,231,0,176
877,5.2.9,149,0,136
967,5.2.9,903,0,715
968,5.2.9,903,0,764
975,5.2.9,903,0,990
977,5.2.9,903,0,212
978,5.2.9,143,0,162
979,5.2.9,143,1,170
981,5.2.9,903,0,12
1011,5.2.9,184,1,14
1075,5.2.9,977,0,1034
1363,5.2.9,845,0,8
1364,5.2.9,845,0,10
1366,5.2.9,845,0,18
1368,5.2.9,845,0,57
1443,5.2.9,5093,0,88
1450,5.2.9,5093,1,346
1626,5.2.9,10,1,33
1710,5.2.9,193,0,7
1711,5.2.9,193,1,9
1832,5.2.9,199,1,12
1970,5.2.9,977,1,94
1974,5.2.9,602,1,17
2018,5.2.9,862,1,224
2184,5.2.9,5200,0,587
2192,5.2.9,5200,0,854
2194,5.2.9,5200,1,955
2424,5.2.9,345,1,162
194,5.3.1,5122,0,294
1747,5.3.1,227,0,950
233,5.3.10,219,0,264
1071,5.3.10,143,0,354
1269,5.3.10,5206,0,1037
1680,5.3.10,10,1,540
2195,5.3.10,184,1,1643
693,5.3.2,302,0,94
1718,5.3.2,193,1,78
2063,5.3.2,978,0,719
1362,5.3.3,845,1,23
1461,5.3.3,5093,0,638
1719,5.3.3,193,1,100
232
5.3.4,219,1,232
1721,5.3.4,193,1,144
231,5.3.5,219,1,13
691,5.3.5,302,1,23
1268,5.3.5,5206,1,1030
1281,5.3.5,845,1,31
1685,5.3.5,10,1,16
2028,5.3.5,105,0,5850
2230,5.3.5,342,0,58
2365,5.3.5,654,1,24
2474,5.3.5,287,1,19
230,5.3.6,219,1,188
550,5.3.6,288,1,810
694,5.3.6,302,1,358
1510,5.3.6,5200,1,4211
1720,5.3.6,193,1,115
2062,5.3.6,978,1,644
2224,5.3.6,184,0,2969
2252,5.3.6,342,1,758
2475,5.3.6,287,1,62
107,5.3.7,231,0,405
229,5.3.7,219,1,157
1119,5.3.7,5431,0,571
1279,5.3.7,845,1,139
1673,5.3.7,10,0,483
1748,5.3.7,227,0,80
2253,5.3.8,184,1,321
197,5.3.9,5122,0,768
541,5.3.9,290,0,625
1045,5.3.9,184,1,520
1354,5.3.9,845,1,112
1717,5.3.9,193,1,40
234,6.1.1,219,0,3658
238,6.1.1,219,0,1468
945,6.1.1,291,0,6113
1019,6.1.1,184,1,254
1206,6.1.1,322,1,146
1276,6.1.1,5206,0,1409
1296,6.1.1,5206,1,2008
1561,6.1.1,336,1,204
1724,6.1.1,224,0,604
2292,6.1.1,343,1,2861
618,6.1.10,206,1,3442
1287,6.1.10,5206,0,1705
1377,6.1.10,5206,0,3690
1582,6.1.10,336,1,1593
241,6.1.2,219,1,1489
600,6.1.2,206,1,1127
1020,6.1.2,184,0,350
1207,6.1.2,322,1,339
1277,6.1.2,5206,0,1510
1288,6.1.2,845,0,30
1300,6.1.2,5206,1,2124
1562,6.1.2,336,1,393
1563,6.1.2,336,0,526
1725,6.1.2,224,0,964
1844,6.1.2,105,0,254
2295,6.1.2,343,1,3027
2434,6.1.2,231,0,1430
1209,6.1.3,322,0,494
1278,6.1.3,5206,0,1609
1316,6.1.3,5206,1,2541
1564,6.1.3,336,1,594
1847,6.1.3,105,0,842
604,6.1.4,206,1,1824
1217,6.1.4,322,1,919
1280,6.1.4,5206,0,1651
1320,6.1.4,5206,1,2588
1565,6.1.4,336,1,625
1566,6.1.4,336,0,661
1567,6.1.4,336,0,662
1568,6.1.4,336,0,663
1569,6.1.4,336,0,664
1570,6.1.4,336,0,665
1571,6.1.4,336,0,667
1572,6.1.4,336,0,667
1573,6.1.4,336,0,668
1574,6.1.4,336,0,669
1575,6.1.4,336,0,669
1576,6.1.4,336,0,670
1577,6.1.4,336,0,671
1578,6.1.4,336,0,672
1579,6.1.4,336,0,673
1848,6.1.4,105,1,913
2369,6.1.4,5249,0,90
1001,6.1.5,291,1,14324
1282,6.1.5,5206,0,1692
1334,6.1.5,5206,0,2777
1585,6.1.5,336,0,1757
384,6.1.6,349,0,437
1006,6.1.6,291,1,15094
1219,6.1.6,322,1,1207
1283,6.1.6,5206,0,1694
1289,6.1.6,845,0,61
1349,6.1.6,5206,1,3033
1580,6.1.6,336,0,862
620,6.1.7,206,0,3511
1284,6.1.7,5206,0,1697
1290,6.1.7,845,1,74
1353,6.1.7,5206,0,3230
1581,6.1.7,336,1,1154
2433,6.1.7,231,1,58
611,6.1.8,206,1,2811
1285,6.1.8,5206,0,1700
1355,6.1.8,5206,0,3262
1584,6.1.8,336,1,1731
614,6.1.9,206,1,3095
1286,6.1.9,5206,0,1702
1291,6.1.9,845,0,96
1359,6.1.9,5206,1,3331
1583,6.1.9,336,1,1689
279,6.2.1,169,1,98
295,6.2.1,160,1,105
884,6.2.1,149,1,63
1292,6.2.1,845,1,32
1306,6.2.1,313,1,483
1379,6.2.1,5206,0,199
1380,6.2.1,5206,0,214
1381,6.2.1,5206,0,218
1387,6.2.1,5206,1,361
1408,6.2.1,311,0,32
1409,6.2.1,311,1,44
1500,6.2.1,291,1,322
1546,6.2.1,336,1,19
1547,6.2.1,336,0,131
1548,6.2.1,336,0,133
1549,6.2.1,336,0,134
1550,6.2.1,336,0,136
1551,6.2.1,336,0,137
1552,6.2.1,336,0,138
1553,6.2.1,336,0,139
1554,6.2.1,336,0,140
1816,6.2.1,181,0,6
1817,6.2.1,181,1,29
1922,6.2.1,112,1,22
1931,6.2.1,227,1,162
2367,6.2.1,5249,1,4
2485,6.2.1,5200,1,220
265,6.2.2,169,0,3
293,6.2.2,169,0,4
304,6.2.2,160,0,29
305,6.2.2,160,1,55
315,6.2.2,169,1,220
628,6.2.2,206,0,76
881,6.2.2,149,0,119
921,6.2.2,206,0,943
1293,6.2.2,845,0,12
1341,6.2.2,313,0,501
1347,6.2.2,313,0,11
1370,6.2.2,845,0,3
1371,6.2.2,845,0,6
1373,6.2.2,845,0,45
1405,6.2.2,311,0,64
1406,6.2.2,311,1,74
1407,6.2.2,5206,0,668
1413,6.2.2,5206,0,790
1414,6.2.2,5206,0,806
1428,6.2.2,5206,0,1164
1429,6.2.2,5206,0,1174
1501,6.2.2,291,0,12
1502,6.2.2,291,0,289
1503,6.2.2,291,0,448
1505,6.2.2,291,0,20
1506,6.2.2,291,0,16
1555,6.2.2,336,1,24
1738,6.2.2,313,1,52
1846,6.2.2,181,1,320
1890,6.2.2,112,0,136
1919,6.2.2,112,0,67
1932,6.2.2,227,0,69
2368,6.2.2,5249,0,18
2489,6.2.2,5200,0,1195
2490,6.2.2,5200,0,1473
2491,6.2.2,5200,0,1602
2492,6.2.2,5200,0,1873
2493,6.2.2,5200,0,1955
285,6.2.3,169,0,254
286,6.2.3,169,1,581
300,6.2.3,160,0,4
301,6.2.3,160,0,33
302,6.2.3,160,1,40
1411,6.2.3,311,0,12
1412,6.2.3,311,0,66
1432,6.2.3,5206,0,180
1433,6.2.3,5206,0,181
1434,6.2.3,5206,0,194
1435,6.2.3,5206,0,209
1436,6.2.3,5206,0,222
1449,6.2.3,311,1,82
1541,6.2.3,336,1,59
1739,6.2.3,313,1,14
1818,6.2.3,181,0,18
1830,6.2.3,181,0,214
1840,6.2.3,181,1,1037
2494,6.2.3,5200,1,366
266,6.2.4,169,0,2
267,6.2.4,169,0,2
287,6.2.4,169,1,13
310,6.2.4,160,0,48
311,6.2.4,160,1,61
938,6.2.4,206,0,3461
939,6.2.4,206,0,3653
1384,6.2.4,313,0,448
1415,6.2.4,311,1,21
1558,6.2.4,336,1,52
1740,6.2.4,313,1,15
1842,6.2.4,181,1,175
2370,6.2.4,5249,0,6
303,6.2.5,160,1,18
306,6.2.5,169,0,12
307,6.2.5,169,1,42
1404,6.2.5,313,1,556
1444,6.2.5,311,0,6
1445,6.2.5,311,1,159
1531,6.2.5,291,1,18
1556,6.2.5,336,1,11
1819,6.2.5,181,0,13
1820,6.2.5,181,1,97
2495,6.2.5,5200,1,647
268,6.2.6,169,0,6
288,6.2.6,169,1,20
296,6.2.6,160,1,138
660,6.2.6,206,1,453
891,6.2.6,149,1,318
1295,6.2.6,845,1,39
1416,6.2.6,311,0,6
1417,6.2.6,311,0,16
1418,6.2.6,313,0,240
1419,6.2.6,311,0,30
1420,6.2.6,311,1,45
1422,6.2.6,313,0,364
1423,6.2.6,313,1,378
1507,6.2.6,291,1,192
1557,6.2.6,336,1,13
1821,6.2.6,181,0,4
1822,6.2.6,181,1,50
1903,6.2.6,112,1,287
1934,6.2.6,227,1,181
2496,6.2.6,5200,1,425
289,6.2.7,169,0,2
298,6.2.7,160,0,198
299,6.2.7,160,1,222
312,6.2.7,169,1,482
663,6.2.7,206,1,194
893,6.2.7,149,1,132
1297,6.2.7,845,1,20
1421,6.2.7,311,1,34
1467,6.2.7,313,1,104
1508,6.2.7,291,1,186
1559,6.2.7,336,1,14
1843,6.2.7,181,0,9
1845,6.2.7,181,1,294
1926,6.2.7,112,1,204
1937,6.2.7,227,1,160
2497,6.2.7,5200,0,351
269,6.2.8,169,0,2
290,6.2.8,169,0,53
291,6.2.8,169,1,61
309,6.2.8,160,1,89
662,6.2.8,206,1,340
895,6.2.8,149,1,30
1298,6.2.8,845,1,25
1440,6.2.8,311,1,635
1452,6.2.8,313,0,503
1464,6.2.8,313,1,62
1509,6.2.8,291,1,11
1560,6.2.8,336,1,61
1823,6.2.8,181,0,22
1824,6.2.8,181,1,51
1911,6.2.8,112,1,76
1939,6.2.8,227,1,68
292,6.2.9,169,1,59
308,6.2.9,160,1,346
898,6.2.9,149,1,81
900,6.2.9,291,1,189
920,6.2.9,206,1,871
1302,6.2.9,845,1,62
1358,6.2.9,313,1,61
1442,6.2.9,311,1,115
1542,6.2.9,336,1,19
1543,6.2.9,336,0,32
1544,6.2.9,336,0,35
1545,6.2.9,336,0,51
1850,6.2.9,181,0,328
1851,6.2.9,181,1,338
1921,6.2.9,112,1,45
1942,6.2.9,227,1,151
81,6.3.1,5159,1,123
322,6.3.1,169,1,516
933,6.3.1,206,1,2745
2372,6.3.1,5249,1,638
1196,6.3.10,5235,0,209
1456,6.3.10,311,1,395
1854,6.3.10,181,1,625
2456,6.3.10,291,0,414
80,6.3.2,5159,1,599
317,6.3.2,160,1,402
321,6.3.2,169,1,463
1767,6.3.2,313,0,1645
1784,6.3.2,313,0,529
320,6.3.3,160,1,643
1191,6.3.3,5235,0,142
1455,6.3.3,311,1,226
1778,6.3.3,313,1,761
82,6.3.4,5159,1,411
313,6.3.4,160,1,280
1457,6.3.4,311,1,451
1783,6.3.4,313,1,364
1855,6.3.4,181,1,655
323,6.3.5,169,0,699
1764,6.3.5,313,0,1289
1860,6.3.5,181,1,1335
324,6.3.6,160,0,126
1460,6.3.6,311,0,644
1768,6.3.6,313,0,1654
1786,6.3.6,313,0,579
1862,6.3.6,181,0,1353
83,6.3.7,5159,0,776
325,6.3.7,160,0,317
245,6.3.8,219,0,134
319,6.3.8,169,1,250
1179,6.3.8,5235,0,1786
1459,6.3.8,311,1,543
1755,6.3.8,313,0,2345
1770,6.3.8,313,0,374
1857,6.3.8,181,1,823
79,6.3.9,5159,0,5
84,6.3.9,5159,0,704
318,6.3.9,169,1,113
937,6.3.9,206,0,3015
1195,6.3.9,5235,0,190
1769,6.3.9,313,0,8
85,7.1.1,5159,1,1201
1303,7.1.1,845,0,60
1882,7.1.1,215,0,282
2467,7.1.1,402,1,52
111,7.1.10,5159,0,5033
202,7.1.10,331,1,6272
1888,7.1.10,215,0,474
103,7.1.2,5159,1,3736
205,7.1.2,331,1,6449
1883,7.1.2,215,0,301
2468,7.1.2,402,1,84
109,7.1.3,5159,1,4891
124,7.1.3,331,1,1096
2470,7.1.3,402,1,251
110,7.1.4,5159,0,4995
209,7.1.4,331,0,6800
1884,7.1.4,215,1,390
2471,7.1.4,402,0,470
100,7.1.5,5159,0,3430
212,7.1.5,331,1,137
99,7.1.6,5159,1,3230
146,7.1.6,331,1,2912
764,7.1.6,409,1,729
1886,7.1.6,215,0,434
108,7.1.7,5159,1,4209
151,7.1.7,331,1,3294
1887,7.1.7,215,0,454
87,7.1.8,5159,1,1803
153,7.1.8,331,1,3520
765,7.1.8,409,1,846
94,7.1.9,5159,1,2893
165,7.1.9,331,1,4526
766,7.1.9,409,1,1209
2058,7.1.9,206,0,332
429,7.2.1,5159,0,4
430,7.2.1,5159,0,5
431,7.2.1,5159,0,7
432,7.2.1,5159,0,9
433,7.2.1,5159,0,10
440,7.2.1,5159,1,294
1272,7.2.1,331,1,64
1273,7.2.1,293,1,2648
1590,7.2.1,400,0,49
1591,7.2.1,400,0,165
1592,7.2.1,400,0,199
1594,7.2.1,400,0,454
1595,7.2.1,400,0,628
1889,7.2.1,215,1,24
1908,7.2.1,5165,0,470
1910,7.2.1,5165,1,610
2383,7.2.1,402,1,37
57,7.2.2,400,0,1310
65,7.2.2,400,1,2333
155,7.2.2,5428,0,331
161,7.2.2,5428,1,778
390,7.2.2,5159,0,948
391,7.2.2,5159,0,1245
393,7.2.2,5159,1,1655
435,7.2.2,5159,1,34
774,7.2.2,409,0,943
777,7.2.2,409,0,257
785,7.2.2,409,1,945
925,7.2.2,5165,0,338
926,7.2.2,5165,1,391
1317,7.2.2,331,0,1333
1326,7.2.2,331,1,1422
1328,7.2.2,293,1,1470
1891,7.2.2,215,1,15
2465,7.2.2,402,0,557
2466,7.2.2,402,1,686
163,7.2.3,5428,1,259
399,7.2.3,5159,0,713
400,7.2.3,5159,0,718
401,7.2.3,5159,0,726
402,7.2.3,5159,0,735
403,7.2.3,5159,0,776
437,7.2.3,5159,1,53
815,7.2.3,409,0,185
816,7.2.3,409,0,349
927,7.2.3,5165,0,281
929,7.2.3,5165,0,487
930,7.2.3,5165,0,595
931,7.2.3,5165,0,154
932,7.2.3,5165,0,183
1369,7.2.3,331,1,792
1372,7.2.3,293,1,876
1596,7.2.3,400,0,183
1597,7.2.3,400,0,360
1600,7.2.3,400,0,1195
1601,7.2.3,400,0,1296
1602,7.2.3,400,0,1399
1892,7.2.3,215,0,42
2384,7.2.3,402,1,15
404,7.2.4,5159,0,5
405,7.2.4,5159,0,6
406,7.2.4,5159,0,7
407,7.2.4,5159,0,10
408,7.2.4,5159,0,12
1431,7.2.4,331,0,1769
1446,7.2.4,5159,0,473
1447,7.2.4,5159,0,494
1448,7.2.4,5159,0,507
1451,7.2.4,5159,0,535
1453,7.2.4,5159,0,580
1471,7.2.4,331,1,1434
1472,7.2.4,293,1,4232
1604,7.2.4,400,0,3364
1605,7.2.4,400,0,3457
1606,7.2.4,400,0,3490
1607,7.2.4,400,0,3578
1608,7.2.4,400,0,148
1896,7.2.4,5165,0,1089
1900,7.2.4,5165,0,1264
1901,7.2.4,5165,0,1304
1904,7.2.4,5165,0,1675
1905,7.2.4,5165,0,1709
2385,7.2.4,402,1,22
193,7.2.5,5428,0,581
409,7.2.5,5159,0,5
410,7.2.5,5159,0,6
411,7.2.5,5159,0,7
412,7.2.5,5159,0,9
413,7.2.5,5159,0,10
450,7.2.5,5159,0,57
451,7.2.5,5159,0,70
454,7.2.5,5159,0,155
455,7.2.5,5159,0,179
456,7.2.5,5159,0,246
1912,7.2.5,5165,0,174
1913,7.2.5,5165,0,179
1917,7.2.5,5165,0,418
1924,7.2.5,5165,1,1075
2281,7.2.5,331,1,2981
2285,7.2.5,293,1,72
2386,7.2.5,402,0,7
2387,7.2.5,402,0,9
2388,7.2.5,402,0,44
2389,7.2.5,402,0,185
2390,7.2.5,402,0,328
2401,7.2.5,400,1,31
414,7.2.6,5159,0,5
415,7.2.6,5159,0,6
416,7.2.6,5159,0,8
417,7.2.6,5159,0,9
418,7.2.6,5159,0,11
1424,7.2.6,5159,0,999
1425,7.2.6,5159,0,1011
1426,7.2.6,5159,0,1021
1437,7.2.6,5159,0,1344
1438,7.2.6,5159,0,1370
1484,7.2.6,5165,0,504
1489,7.2.6,5165,0,746
1491,7.2.6,5165,0,1108
1492,7.2.6,5165,0,1613
1493,7.2.6,5165,0,1651
2246,7.2.6,331,1,1822
2248,7.2.6,293,1,1930
2402,7.2.6,400,0,5
2403,7.2.6,400,0,6
2404,7.2.6,400,0,16
2405,7.2.6,400,0,16
2407,7.2.6,400,0,17
2464,7.2.6,402,1,15
419,7.2.7,5159,0,5
420,7.2.7,5159,0,6
421,7.2.7,5159,0,8
422,7.2.7,5159,0,11
423,7.2.7,5159,0,15
1304,7.2.7,5159,0,1170
1307,7.2.7,5159,0,1273
1376,7.2.7,5159,1,2545
1802,7.2.7,5165,0,1812
1808,7.2.7,5165,0,2434
1828,7.2.7,5165,1,3114
2185,7.2.7,331,1,17
2189,7.2.7,293,1,87
2391,7.2.7,402,1,20
2400,7.2.7,400,1,13
215,7.2.8,5428,0,1767
424,7.2.8,5159,0,3
425,7.2.8,5159,0,4
426,7.2.8,5159,0,6
427,7.2.8,5159,0,8
428,7.2.8,5159,0,10
1066,7.2.8,5428,0,268
1378,7.2.8,5159,0,132
1382,7.2.8,5159,0,230
1385,7.2.8,5159,0,279
1386,7.2.8,5159,0,327
1388,7.2.8,5159,0,359
1841,7.2.8,5165,1,983
1893,7.2.8,215,1,12
1897,7.2.8,331,1,581
1898,7.2.8,293,1,593
2392,7.2.8,402,0,5
2393,7.2.8,402,0,6
2394,7.2.8,402,0,10
2395,7.2.8,402,0,30
2396,7.2.8,402,0,64
2399,7.2.8,400,1,6
1516,7.3.1,331,1,614
1517,7.3.1,293,1,860
1012,7.3.10,5165,0,329
2027,7.3.10,391,1,134
211,7.3.2,5428,1,149
1465,7.3.2,5159,0,501
2156,7.3.2,293,1,604
210,7.3.3,5428,1,284
1967,7.3.3,293,1,288
203,7.3.4,5428,0,633
1004,7.3.4,5165,0,136
1895,7.3.4,215,1,24
1923,7.3.4,331,1,240
2024,7.3.4,400,0,185
2029,7.3.4,391,1,116
1003,7.3.5,5165,1,353
1463,7.3.5,5159,1,194
1941,7.3.5,331,0,920
2397,7.3.5,402,1,103
2398,7.3.5,400,1,28
1008,7.3.6,5165,1,297
1458,7.3.6,5159,1,275
1518,7.3.6,331,1,217
1519,7.3.6,293,1,267
2019,7.3.6,400,0,977
1466,7.3.7,5159,0,332
2461,7.3.7,402,1,24
2462,7.3.7,400,1,9
208,7.3.8,5428,1,276
1462,7.3.8,5159,1,391
1520,7.3.8,331,1,237
1521,7.3.8,293,1,279
1014,7.3.9,5165,0,4
2406,7.3.9,400,1,303
1766,9.1.1,5159,1,422
2237,9.1.1,215,0,43
2238,9.1.10,215,0,86
1775,9.1.2,5159,1,1090
1308,9.1.3,845,0,58
1779,9.1.3,5159,1,1275
1309,9.2.1,845,0,6
1310,9.2.1,845,0,9
1311,9.2.1,845,0,13
1312,9.2.1,845,1,21
1313,9.2.5,845,0,4
1314,9.2.5,845,0,6
1315,9.2.5,845,0,11
1319,9.2.5,845,0,64
1321,9.2.5,845,0,99
1322,9.2.6,845,0,3
1323,9.2.6,845,0,6
1324,9.2.6,845,0,8
1325,9.2.6,845,0,10
1327,9.2.6,845,0,57
1329,9.3.9,845,0,4
